date,min_temp_c,max_temp_c,gdd_cumulative,gdd_advancement,wnv_transmission_active,wnv_cases_weekly
2026-02-15,-3.758753667157669,15.859779321945481,0.0,0.0,False,0
2026-02-16,-1.6851101676783,10.212297717393193,0.0,0.0,False,0
2026-02-17,10.456977809751326,17.712003952736737,0.0,0.0,False,0
2026-02-18,4.748946316547691,15.785900996588358,0.0,0.0,False,0
2026-02-19,-12.104321242901872,11.417368698745017,0.0,0.0,False,0
2026-02-20,4.59267175515836,5.22565025545276,0.0,0.0,False,0
2026-02-21,-1.0806582433305323,-0.11877779748691708,0.0,0.0,False,0
2026-02-22,-3.41537600244767,8.427880383463831,0.0,0.0,False,0
2026-02-23,6.893410310726943,18.85119035458778,0.0,0.0,False,0
2026-02-24,10.247996179967608,13.712749953041632,0.0,0.0,False,0
2026-02-25,9.450240952929589,2.034089770304096,0.0,0.0,False,0
2026-02-26,-4.713740185781108,13.385447406809456,0.0,0.0,False,0
2026-02-27,-0.47369900680971666,15.082539037830694,0.0,0.0,False,0
2026-02-28,4.650107451228512,4.929140510390936,0.0,0.0,False,0
2026-03-01,9.804361016978874,13.229800847564224,3.229800847564224,0.0030760008072040225,False,0
2026-03-02,-1.8333939027623196,12.465669747567999,5.695470595132223,0.005424257709649737,False,0
2026-03-03,0.5147281866894631,2.8562376173550152,5.695470595132223,0.005424257709649737,False,0
2026-03-04,-6.850679792048226,14.862298882786266,10.55776947791849,0.010055018550398557,False,0
2026-03-05,-7.569652992645366,16.486276210945874,17.044045688864365,0.016232424465585104,False,0
2026-03-06,8.500206579153584,20.664409945402216,27.70845563426658,0.02638900536596817,False,0
2026-03-07,12.849920228566583,20.430416416279222,38.1388720505458,0.03632273528623409,False,0
2026-03-08,1.4239190273573292,0.9786450563432716,38.1388720505458,0.03632273528623409,False,0
2026-03-09,10.028263183136193,4.497399680679018,38.1388720505458,0.03632273528623409,False,0
2026-03-10,4.893088200381073,16.120282137669278,44.25915418821508,0.04215157541734769,False,0
2026-03-11,-3.160958036840994,16.11028760729767,50.36944179551275,0.04797089694810736,False,0
2026-03-12,4.891164844067312,16.120381490448384,56.48982328596114,0.05379983170091535,False,0
2026-03-13,14.304292531727754,42.821851925237766,89.3116752111989,0.08505873829637989,False,0
2026-03-14,1.7133916871203878,16.567124085545338,95.87879929674423,0.09131314218737545,False,0
2026-03-15,14.51714924651205,21.08452512144479,106.96332441818902,0.10186983277922758,False,0
2026-03-16,-18.957960832717955,19.63201410794562,116.59533852613464,0.11104317954869966,False,0
2026-03-17,8.575220035001792,17.211130010446382,123.80646853658102,0.11791092241579142,False,0
2026-03-18,2.6963765459053697,9.477846042877236,123.80646853658102,0.11791092241579142,False,0
2026-03-19,-0.3920588037269397,18.07175376394614,131.87822230052717,0.12559830695288302,False,0
2026-03-20,2.7340862122840184,5.817398283699426,131.87822230052717,0.12559830695288302,False,0
2026-03-21,-13.900551316807142,10.105451146079929,131.9836734466071,0.1256987366158163,False,0
2026-03-22,0.24262489729990455,8.117091617367173,131.9836734466071,0.1256987366158163,False,0
2026-03-23,4.856900572093972,12.65499311509058,134.63866656169768,0.12822730148733108,False,0
2026-03-24,13.823152357932129,30.51726853338807,155.15593509508574,0.14776755723341495,False,0
2026-03-25,-2.146161746189179,-2.9381215407339845,155.15593509508574,0.14776755723341495,False,0
2026-03-26,-4.467948823145501,17.490081522996107,162.64601661808183,0.154900968207697,False,0
2026-03-27,-2.0140563486762924,-0.9017269695172132,162.64601661808183,0.154900968207697,False,0
2026-03-28,9.323216941616593,8.224545073684531,162.64601661808183,0.154900968207697,False,0
2026-03-29,4.630008877277476,20.711604775738927,173.35762139382075,0.16510249656554352,False,0
2026-03-30,-2.2380816301363105,12.514240152763701,175.87186154658446,0.16749701099674705,False,0
2026-03-31,6.106139464906849,3.378041776565551,175.87186154658446,0.16749701099674705,False,0
2026-04-01,2.776620394784323,6.277570325920254,175.87186154658446,0.16749701099674705,False,0
2026-04-02,9.749159924263115,17.436781991477407,183.30864353806186,0.1745796605124398,False,0
2026-04-03,-3.616424751018819,6.157066946262907,183.30864353806186,0.1745796605124398,False,0
2026-04-04,-0.6212971727821457,13.731668716655799,187.04031225471766,0.17813363071877872,False,0
2026-04-05,-1.136865225057261,12.36457471923051,189.40488697394818,0.18038560664185538,False,0
2026-04-06,-9.708119585056949,6.787197219153463,189.40488697394818,0.18038560664185538,False,0
2026-04-07,4.368962216516609,29.151552714602605,208.5564396885508,0.19862518065576262,False,0
2026-04-08,4.088442177439115,17.07135217854409,215.62779186709488,0.2053598017781855,False,0
2026-04-09,2.040907653139687,-4.201140693260857,215.62779186709488,0.2053598017781855,False,0
2026-04-10,0.12330293299882467,13.491634518155422,219.1194263852503,0.20868516798595255,False,0
2026-04-11,-9.322965936403314,6.705708281852896,219.1194263852503,0.20868516798595255,False,0
2026-04-12,-1.3651625821228723,18.819466678369793,227.9388930636201,0.21708466006059052,False,0
2026-04-13,-0.7417161322141559,5.659834092538395,227.9388930636201,0.21708466006059052,False,0
2026-04-14,-4.418218153772951,11.082108468264808,229.0210015318849,0.21811523955417605,False,0
2026-04-15,0.7097143066719269,16.039898231843658,235.06089976372857,0.22386752358450332,False,0
2026-04-16,5.232406854516308,18.92604155336097,243.98694131708953,0.23236851554008522,False,0
2026-04-17,17.089487209684243,2.39762874355379,243.98694131708953,0.23236851554008522,False,0
2026-04-18,3.3966225026547114,9.323990113272412,243.98694131708953,0.23236851554008522,False,0
2026-04-19,4.0604031257821145,8.200437510712351,243.98694131708953,0.23236851554008522,False,0
2026-04-20,1.4044326738706623,6.773366139410305,243.98694131708953,0.23236851554008522,False,0
2026-04-21,-13.350169722392332,26.123633922248775,260.1105752393383,0.24772435737079837,False,0
2026-04-22,1.787888996406265,15.239853687687644,265.3504289270259,0.2527146942162152,False,0
2026-04-23,2.4818416795282117,1.9129283653196385,265.3504289270259,0.2527146942162152,False,0
2026-04-24,21.70593689988229,19.34289557643821,274.6933245034641,0.26161269000329906,False,0
2026-04-25,0.4611122817510198,28.977249576101066,293.6705740795652,0.27968626102815725,False,0
2026-04-26,4.4123787386689,20.259722084409177,303.9302961639744,0.2894574249180707,False,0
2026-04-27,1.7223058423580535,-0.1549597276321073,303.9302961639744,0.2894574249180707,False,0
2026-04-28,-7.349424300956256,8.12612741706999,303.9302961639744,0.2894574249180707,False,0
2026-04-29,11.142582516120164,22.13528919349298,316.0655853574674,0.3010148431975879,False,0
2026-04-30,8.015464261494193,6.338644275049754,316.0655853574674,0.3010148431975879,False,0
2026-05-01,8.328255576344375,15.550555425169827,321.6161407826372,0.30630108645965437,False,0
2026-05-02,-5.275099638357911,18.197072427434694,329.8132132100719,0.31410782210483035,False,0
2026-05-03,13.222354487488793,4.584556227375336,329.8132132100719,0.31410782210483035,False,0
2026-05-04,-9.214808502338247,11.5237971515056,331.33701036157754,0.31555905748721674,False,0
2026-05-05,6.694856750402162,-13.93013872055258,331.33701036157754,0.31555905748721674,False,0
2026-05-06,19.52364500647983,3.8048988693256813,331.33701036157754,0.31555905748721674,False,0
2026-05-07,-5.924290601045507,9.979454788854717,331.33701036157754,0.31555905748721674,False,0
2026-05-08,-2.5303818368221753,2.017734544281204,331.33701036157754,0.31555905748721674,False,0
2026-05-09,2.7972109207011298,25.059290431453082,346.3963007930306,0.3299012388505053,False,0
2026-05-10,-2.0278052329295937,0.5588689763149386,346.3963007930306,0.3299012388505053,False,0
2026-05-11,-10.405307448529062,8.47964410642413,346.3963007930306,0.3299012388505053,False,0
2026-05-12,2.548503798448219,13.04592461828873,349.4422254113193,0.3328021194393517,False,0
2026-05-13,-6.498429709808839,23.530186312528926,362.97241172384827,0.3456880111655697,False,0
2026-05-14,5.788739445081452,0.5131027905644849,362.97241172384827,0.3456880111655697,False,0
2026-05-15,-5.355393873870425,21.305310017239677,374.27772174108793,0.3564549730867503,False,0
2026-05-16,14.399475240140315,12.081864488156697,376.35958622924466,0.358437701170709,False,0
2026-05-17,-4.266026338689897,4.1479307916163926,376.35958622924466,0.358437701170709,False,0
2026-05-18,-0.5764921296454046,15.696827794106166,382.05641402335084,0.36386325145081033,False,0
